occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,final_name,extinct,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc.1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement,genus.1,time_bins,time_contain,time_major,time_buffer,time_overlap,primary_reference,midpoint_ma
462702,occ,,,32925.0,Sphyraena sp.,genus,36204.0,,Sphyraena,,Sphyraena,,genus,36204.0,Priabonian,,38.0,33.9,Lancaster,1986.0,12024.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,3,elements,-92.90166500000001,31.656668,,"Montgomery Landing, Yazoo Fm.",,,US,Louisiana,Grant,estimated from map,seconds,small collection,,gp_mid,"-77,81","36,01",101,US,,Yazoo,Jackson,Tullos,member,,,,,,,,age after Stringer 2016,"dark greenish-gray (5GY4/1) massive clays, with some silt, and is interrupted by three limestone units.",claystone,"gray,green",,silty,Y,"""limestone""",,,,,offshore shelf,,,macrofossils,,,,,,,,"body,original calcite,original phosphate",excellent,,,,,,,,,,occasional,,taxonomic,"selective quarrying,surface (in situ),field collection",,,,,,,,,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,W. C. Lancaster. 1986. The taphonomy of an archaeocete skeleton and its associated fauna. Proceedngs of the Gulf Coast Association of Geological Societies ,35.95
462784,occ,,,45640.0,Sphyraena sp.,genus,36204.0,,Sphyraena,,Sphyraena,,genus,36204.0,Priabonian,,38.0,33.9,Westgate,2001.0,12028.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,335,elements,-83.359169,32.905556,,Hardie Kaolin Mine,,"Wilkinson Mine, WKR Mine",US,Georgia,Wilkinson,stated in text,seconds,outcrop,coordinate given by Parmley and DeVore 2005; 3.9 km north-northeast of Gordon according to Parmley and Cicimurri 2005,gp_mid,"-67,74","35,8",109,US,,Clinchfield,Barnwell,,bed,,,,,,,,"from ""a 1-1.5-m-high stratum"" and spoil piles derived from it (Parmley and DeVore 2005)",coarse sands,sandstone,,,,Y,,coarse,,,,coastal indet.,,"""nearshore marine"" (Parmley and Cicimurri 2005)","macrofossils,mesofossils",,,,,,,,"body,original phosphate",,,,,,,,,,,,,general faunal/floral,"bulk,salvage,surface (float),sieve,field collection",,,,,,,"""Intensive surface collecting of spoil piles and screen washing of in situ sediments"" (Parmley and DeVore 2005)",,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,J. W. Westgate. 2001. Paleoecology and biostratigraphy of marginal marine gulf coast Eocene vertebrate localities. Eocene Biodiversity: Unusual Occurrences and Rarely Sampled Habitats ,35.95
872446,occ,,,96686.0,Sphyraena sp.,genus,36204.0,,Sphyraena,,Sphyraena,,genus,36204.0,Priabonian,,38.0,33.9,Adnet et al.,2010.0,32948.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,-16.031944,23.355,,"El Argoub, south B1",,,EH,,,estimated from map,seconds,local area,,gp_mid,"-12,33","18,44",714,EH,,Samlat,,Gerran,group of beds,,,,,,,,fossils found in unit 2 of 3; tentatively identified as the Gerran Member of the Samlat Formation,conglomeratic sandstone,sandstone,pebbly,,,,,,,,,coastal indet.,,,macrofossils,,,,,,,,"body,original phosphate",,,,,,,,,,,,,general faunal/floral,,,,,,,,,,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,"S. Adnet, H. Cappetta, and R. Tabuce. 2010. A Middle–Late Eocene vertebrate fauna (marine fish and mammals) from southwestern Morocco; preliminary report: age and palaeobiogeographical implications. Geological Magazine 147(6):860-870",35.95
1368793,occ,,,186636.0,Sphyraena sp.,genus,36204.0,,Sphyraena,,Sphyraena,,genus,36204.0,Rupelian,,33.9,28.1,Szabo et al.,2017.0,62585.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,18.70874,47.627758,,Máriahalom,,,HU,,,estimated from map,6,,"The upper Oligocene Máriahalom locality is a sandpit located 47 km north-west from Budapest (Hungary), along the south-western side of the road between the villages of Úny and Máriahalom (Fig. 2a).",gp_mid,"23,1","39,03",308,HU,,Törökbálint,,Mány,,,,,,,,,,,sandstone,,,,Y,,,,,,lagoonal,,"The Törökbálint Formation includes deposits from different palaeoenvironments including brackish to normal marine conditions (Korpás 1981; Nagymarosy 2012). The Mány Member, with a predominantly brackish mollusc community (e.g. Pirenella, Polymesoda, Potamides, Brotia; Báldi and Cságoly 1975), represents a transition between alluvial and normal marine conditions and is interpreted as a product of lagoonal environments (Báldi 1967; Nagymarosy and Gyalog 1997; Nagymarosy 2012). ",macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Rupelian,Rupelian,Rupelian,Rupelian,Rupelian,"M. Szabo, G. Botfalvai, and L. Kocsis, G. Carnevale, O. Sztano, Z. Evanics, M. Rabi. 2017. Upper Oligocene marine fishes from nearshore deposits of the Central Paratethys (Máriahalom, Hungary). Palaeobiodiversity and Palaeoenvironments ",31.0
747407,occ,,,17341.0,Sphyraena sp.,genus,36204.0,,Sphyraena,,Sphyraena,,genus,36204.0,Whitneyan,,33.3,30.8,Patton,1969.0,2738.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,-82.36666899999999,29.633333,,I-75,,,US,Florida,Alachua,based on political unit,minutes,small collection,"""approximately 1 mile west-southwest of Gainesville in a roadcut on Interstate Highway 75 (Subdivisions 1 and 2 of Lot 3 of the Gary Grant, T. 10 S., R. 19 E."" and shown on map as south of Daysville (basis of coordinate)\nin ""a roughly circular area no greater than 15 feet in diameter""",gp_mid,"-69,12","32,45",109,US,,,,,group of beds,,,,,,,,"said to be  Whitneyan\n""the greatest depth of the deposit... is probably not more than 6 feet""","""a massive, dark-brown to black, silty and slightly sandy clay. The clay is well consolidated in place but is readily friable when excavated... Dispersed throughout the deposit are small, crumbly cobbles of weathered Ocala limestone and some isolated invertebrate fossils from that formation""",claystone,black,poorly lithified,"silty,sandy",,,,,,,sinkhole,,"""in a small, shallow sinkhole developed in the irregular surface of the Ocala Limestone (Late Eocene)""","macrofossils,mesofossils",,,,,,,,body,,,,,,,,,frequent,,,"""almost all the fossil bones are dissociated and, for the most part, fragmentary"" but ""many small and delicate bones and teeth"" are preserved",general faunal/floral,"bulk,sieve,field collection",FLMNH,,,,"M. Kontrovitz, T. H. Patton",1965,"""recovery of most of the specimens was accomplished by means of washing and screening techniques""","""several sharks and fishes"" may have been reworked from the Ocala Limestone; Ostrea normalis is in a ""bar immediately above the bone-bearing beds""",marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Rupelian,Rupelian,Rupelian,Rupelian,Rupelian,T. H. Patton. 1969. An Oligocene land vertebrate fauna from Florida. Journal of Paleontology 43(2):543-546,32.05
663406,occ,,,71438.0,Sphyraena sp.,genus,36204.0,,Sphyraena,,Sphyraena,,genus,36204.0,Ypresian,,56.0,47.8,Rose et al.,2006.0,24154.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,72.98278,21.326389000000002,,Vastan Lignite Mine (marine vertebrates),,,IN,Gujarat,District Surat,estimated from map,seconds,,"Vastan Lignite Mine, Taluka Mangrol, District Surat, Gujarat, India; about 3 km northeast of the village Nani Naroli",gp_mid,"70,58","-6,77",501,IN,,Cambay Shale,,,bed,,,,,,,,"age based on Nummulites burdigalensis, which implies Shallow Benthic Zone 10 according to Bajpai et al, and SBZ 10-11 according to Rose et al.\nmarine and terrestrial fossils are from two immediately adjacent beds (Rose et al.)","""a marine shelly layer, containing shark and fish remains""","""siliciclastic""",shelly/skeletal,,,,,,,,,marine indet.,,,,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,"bulk,sieve,field collection",,,,,,,"collections are in the Department of Geology, H. N. B. Garhwal University",,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Ypresian,Ypresian,Ypresian,Ypresian,Ypresian,"K. D. Rose, T. Smith, and R. S. Rana, A. Sahni, H. Sing, P. Missiaen, A. Folie. 2006. Early Eocene (Ypresian) continental vertebrate assemblage from India, with description of a new anthracobunid (Mammalia, Tethytheria). Journal of Vertebrate Paleontology 26(1):219-225",51.9
1503175,occ,,,209524.0,Sphyraena sp.,genus,36204.0,,Sphyraena,,Sphyraena,,genus,36204.0,Ypresian,Lutetian,56.0,41.3,Ebersole et al.,2019.0,71232.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,1,specimens,-88.731415,31.307331,,ADl-1,,,US,Alabama,Dale,estimated from map,6,,needs better location specificity,gp_mid,"-67,03","35,04",109,US,,Tallahatta,,,,,,,,,,,,,not reported,,,,,,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Ypresian,-,Ypresian,-,"Ypresian, Lutetian","J. A. Ebersole, D. J. Cicimurri, and G. L. Stringer. 2019. Taxonomy and biostratigraphy of the elasmobranchs and bony fishes (Chondrichthyes and Osteichthyes) of the lower-to-middle Eocene (Ypresian to Bartonian) Claiborne Group in Alabama, USA, including an analysis of otoliths. European Journal of Taxonomy 585:1-274",48.65
1503301,occ,,,81179.0,Sphyraena sp.,genus,36204.0,,Sphyraena,,Sphyraena,,genus,36204.0,Ypresian,Lutetian,56.0,41.3,Ebersole et al.,2019.0,71232.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,17,specimens,-86.51666999999999,31.366667,,ACov-11 Tallahatta,,,US,Alabama,Covington,based on nearby landmark,minutes,small collection,"On left (east) bank of Conecuh River just below Point A Dam, 1 mile in straight line north of bridge on U.S. Highway 84 in sec.35, T.5N., R.15E.",gp_mid,"-64,78","34,63",109,US,,Tallahatta,Claiborne,Lower,group of beds,,,,,,,,None specific to this site.,Greenish-gray firm but unlithified clayey glauconitic sand.,sandstone,"glauconitic,gray,green",unlithified,,,,,,,,shallow subtidal indet.,,,mesofossils,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,field collection,,,,,,,,,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Ypresian,-,Ypresian,-,"Ypresian, Lutetian","J. A. Ebersole, D. J. Cicimurri, and G. L. Stringer. 2019. Taxonomy and biostratigraphy of the elasmobranchs and bony fishes (Chondrichthyes and Osteichthyes) of the lower-to-middle Eocene (Ypresian to Bartonian) Claiborne Group in Alabama, USA, including an analysis of otoliths. European Journal of Taxonomy 585:1-274",48.65
1388570,occ,,,190889.0,Sphyraena argentea,species,395056.0,,Sphyraena argentea,N,Sphyraena argentea,,species,395056.0,Late Pleistocene,,0.126,0.0117,Long,1993.0,33088.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,-117.902222,33.657222999999995,,"Newport Boulevard, Costa Mesa",,UCMP V93124,US,California,Orange,stated in text,seconds,,,gp_mid,,,coordinates not computable using this model,US,,Palos Verdes Sand,,,,,,,,,,,"estimated to be about 120,000 to 130,000 years old (Barrie et al., 1991)",,sandstone,,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Late Pleistocene,Late Pleistocene,Late Pleistocene,Late Pleistocene,Late Pleistocene,"D. J. Long. 1993. Preliminary List of the Marine Fishes and Other Vertebrate Remains from the Late Pleistocene Palos Verdes Sand Formation at Costa Mesa, Orange County, California. PaleoBios 15(1):9-13",0.06885
533384,occ,,,20400.0,Sphyraena barracuda,species,83285.0,,Sphyraena barracuda,N,Sphyraena barracuda,,species,83284.0,Irvingtonian,,1.8,0.3,Hulbert and Morgan,1989.0,1960.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,-82.5,27.700001,,Leisey Shell Pit 1A,,,US,Florida,Hillsborough,stated in text,minutes,,7 km SW of Ruskin,gp_mid,"-82,13","27,87",109,US,,Bermont,,,,,Leisy,4,bottom to top,,,,said to be early Irvingtonian,"""unconsolidated, poorly sorted... fine-grained sand, silt, and dark brown mud"" with many mollusc, vertebrate, and plant fossils",sandstone,,unlithified,,,siltstone,,unlithified,,,estuary/bay,,"""shallow coastal mangrove-lined bay located adjacent to, or at the mouth of a river""","macrofossils,mesofossils",,,,,"fractures,tooth marks",,,body,,parautochthonous,,,-seasonal,random,,medium,,,occasional,long-term attritional assemblage\naquatic fauna is autochthonous and terrestrial fauna is allochthonous,general faunal/floral,selective quarrying,,,2300 specimens,,,,,"entirely within a reversed polarity interval: MacFadden 1995\nSr isotope date of 2.08 +/- 0.56 Ma: Jones et al. 1995\ncontrary to MacFadden 1995, above evidence could place this not only in C1r.1r but also in C2r or C2r.1r; mammal biochronology is compatible with either of the former two\ndate could be narrowed to C1r.1r, following MacFadden, by assuming that 1) Leisey 1A and 3A are in the same chron, and 2) the Sr dates are reliable despite the 0.75 Ma discrepancy between them; I find these assumptions to be mutually contradictory\nthere are ""over 15,000"" vertebrate specimens, ""the majority of which are from Leisey 1A"" (Morgan and Hulbert 1995); 15.3% of specimens in a test square were mammalian (Pratt and Hulbert 1995), suggesting that about 2300 mammalian specimens come from this site\nfrom Leisey Shell Pit, exact locality unknown: Eremotherium eomigrans De Iulis and Cartelle 1999\n""Panthera cf. onca"" is omitted by Berta 1995\nNerodia sp. and cf. Coluber sp. are listed by Hulbert and Morgan, but are from other Leisey collections according to Meylan 1995\nonly the most common molluscs are listed and genus names of other marine invertebrates are not given",marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Calabrian,-,Calabrian,"Calabrian, Middle Pleistocene","Calabrian, Middle Pleistocene","R. C. Hulbert, Jr. and G. S. Morgan. 1989. Stratigraphy, paleoecology, and vertebrate fauna of the Leisey Shell Pit Local Fauna, early Pleistocene (Irvingtonian) of southwestern Florida. Papers in Florida Paleontology 2:1-19",1.05
1236060,occ,,,162678.0,Sphyraena barracuda,species,83285.0,,Sphyraena barracuda,N,Sphyraena barracuda,,species,83284.0,Late Miocene,,11.607999999999999,5.332999999999999,Laurito,1999.0,52965.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,-82.56527700000001,9.5725,,Alto Guayacan,,,CR,Limon,,stated in text,seconds,local area,Rio Sixaola,gp_mid,"-81,01","10,8",204,CR,,Uscari,Limon,,formation,,,,,,,,Age based in Collins et al.,,claystone,green,,,Y,,,,,,marine indet.,,,macrofossils,,,shells,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,sieve,field collection,survey of museum collection",,some genera,,,,,Material from Museo de Zoologia de Ia Escuela de Biologia (UCR),,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",C. A. Laurito. 1999. Los selaceos fósiles de Ia localidad de Alto Guayacan ( y otros ictiolitos asociados). ,8.4705
1192402,occ,,,154111.0,Sphyraena barracuda,species,83285.0,,Sphyraena barracuda,N,Sphyraena barracuda,,species,83284.0,Pliocene,,5.332999999999999,2.588,Antunes,1977.0,49963.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,13.3,-8.75,,Farol das Lagostas,,,AO,,,based on nearby landmark,minutes,outcrop,5Km NE from Luanda,gp_mid,"13,19","-9,73",701,AO,,Luanda,,,group of beds,,,,,Cuanza,,,"Age stated in the text (Antunes, 1975)",,not reported,,,,,,,,,,coastal indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,field collection,,some genera,,,,,"Main collection kept at the museum of Servicos de Geologia e Minas, Luanda",,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Zanclean,-,Zanclean,"Zanclean, Piacenzian","Zanclean, Piacenzian","M. T. Antunes. 1977. Late Neogene fish faunas from Angola, their age and significance. Journal of the Paleontological Society of India 20:224-229",3.9604999999999997
248333,occ,,,24237.0,Sphyraena barracuda,species,83285.0,,Sphyraena barracuda,N,Sphyraena barracuda,,species,83284.0,Tortonian,,11.62,7.246,Gillette,1984.0,6853.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,-79.800003,9.35,,Sabanita [lower Gatun Fm],,,PA,,,stated in text,minutes,outcrop,"""from a single locality (Fig. 1) on a hillside 0.5 km north of the town of Sabanita (10 km east of Colon), on the north end of Gatun Lake""",gp_mid,"-77,53","10,29",230,PA,,Gatun,,lower Gatun,,,,,,,,,"thought to be ""basal"" in section. AGE: Late/Upper Hemingfordian-Early/Lower Barstovian in Gillete (1984). Emended to Tortonian based on more recent dating (Hendy, 2012). Sr dating for nearby sections indicates an age of approximately 11.5 Ma (Hendy, unpublished data)","""marly clay""",claystone,,,argillaceous,Y,,,,,,marine indet.,,"formation is primarily ""sandstone and siltstone"" but fossiliferous horizon is a clay\nenvironment not discussed but clearly marine","macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,salvage,surface (float),chemical,sieve,field collection",,,,,,,"""site had been exposed by heavy-equipment excavations for a housing development and had lain bare to erosion for several years. Fossil teeth and bones were exposed there along with abundant molluscan remains... Approximately one English ton... of sediment was collected and screen-washed by traditional wet-sieving methods... 25-mesh screen... heavy-liquid sorting"" was used",,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Tortonian,Tortonian,Tortonian,Tortonian,Tortonian,"D. D. Gillette. 1984. A marine ichthyofauna from the Miocene of Panama, and the Tertiary Caribbean faunal province. Journal of Vertebrate Paleontology 4(2):172-186",9.433
467202,occ,,,46369.0,Sphyraena barracuda,species,83285.0,,Sphyraena barracuda,N,Sphyraena barracuda,,species,83284.0,Zanclean,,5.332999999999999,3.6,Morgan and Pratt,1983.0,12358.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,-81.66999799999999,26.717221999999996,,Hickey Creek,,UF LE001,US,Florida,Lee,,seconds,,,gp_mid,"-80,2","27,36",109,US,,Tamiami,,,,,,,,,,,,,"""limestone""",,,sandy,,,,,,Y,lagoonal/restricted shallow subtidal,,"shallow, nearshore, bay-like shelf affected by fluctuating sea levels and one or more rivers to the north, northeast, or northwest",macrofossils,,,,,,,,"body,original phosphate",,,,,,,,,,,,,taxonomic,"surface (in situ),sieve,field collection",FLMNH,,,,,,,,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Zanclean,Zanclean,Zanclean,Zanclean,Zanclean,G. S. Morgan and A. E. Pratt. 1983. Recent discoveries of late Tertiary marine mammals in Florida. The Plaster Jacket 43:4-25,4.4665
593725,occ,,,48887.0,Sphyraena cf. barracuda,species,83285.0,,Sphyraena barracuda,N,Sphyraena barracuda,,species,83284.0,Aquitanian,Langhian,23.03,13.82,Purdy et al.,2001.0,18094.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,-76.800003,35.400002,,"Lee Creek, Pungo River Fm.",,,US,North Carolina,Beaufort,estimated from map,1,,,gp_mid,"-68,62","37,3",109,US,,Pungo River,,,,,,,,,,,Age after Ward 2008.,,"""carbonate""",,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,"body,original phosphate",,,,,,,,,,,,,taxonomic,"salvage,surface (float),field collection",,,,,,,,,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,-,-,-,Burdigalian,"Aquitanian, Burdigalian, Langhian","R. W. Purdy, V. P. Schneider, and S. P. Applegate, J. H. McLellan, R. L. Meyer, B. H. Slaughter. 2001. The Neogene sharks, rays, and bony fishes from Lee Creek Mine, Aurora, North Carolina. Smithsonian Contributions to Paleobiology 90:71-202",18.425
1029416,occ,,,52183.0,Sphyraena cf. barracuda,species,83285.0,,Sphyraena barracuda,N,Sphyraena barracuda,,species,83284.0,Langhian,,15.97,13.82,Deméré et al.,1984.0,40942.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,-116.800003,32.116669,,La Mision,,UCMP 71116; SDSC 452; Mesa La Mision; FCM locality LM-1,MX,Baja California,,unpublished field data,minutes,,quarry just below top edge of Mesa de los Indios; 1 mi NE of Rancho la Pila,gp_mid,,,coordinates not computable using this model,MX,,Rosarito Beach,,Los Indios,member,,,,,,,,middle Miocene; bed D; Barstovian; Langhian age after Aranda-Manteca et al 1994,light gray sandstone,sandstone,gray,,,Y,,,,,,offshore shelf,,range from fluvatile and lacustrine to shallow open marine shelf,macrofossils,,,,,,,,"body,original phosphate",,,,,,,,,,,,,taxonomic,,,,,,,,,,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Langhian,Langhian,Langhian,Langhian,Langhian,"T. A. Deméré, M. A. Roeder, and R. M. Chandler, J. A. Minch. 1984. Paleontology fo the Middle Miocene Los Indios Member of the Rosarito Beach Formation, Northwestern Baja California, Mexico. AAPG Pacific Section 54:47-56",14.895
1372041,occ,,,79793.0,Sphyraena cf. barracuda,species,83285.0,,Sphyraena barracuda,N,Sphyraena barracuda,,species,83284.0,Langhian,,15.97,13.82,Weems et al.,2017.0,62831.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,-76.83139,38.163334000000006,,"Stratford Hall, Langhian, Zones 10-11",,,US,Virginia,Westmoreland,estimated from map,seconds,local area,beaches on the Potomac River,gp_mid,"-69,78","39,85",109,US,,Calvert,Chesapeake,Plum Point,member,,,,,,,,,,not reported,,,,,,,,,,marine indet.,passive margin,,macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Langhian,Langhian,Langhian,Langhian,Langhian,"R. E. Weems, L. E. Edwards, and B. Landacre. 2017. Geology and biostratigraphy of the Potomac River Cliffs at Stratford Hall, Westmoreland County, Virginia. The Geological Society of America Field Guide 47:125-152",14.895
1372135,occ,,,126605.0,Sphyraena cf. barracuda,species,83285.0,,Sphyraena barracuda,N,Sphyraena barracuda,,species,83284.0,Serravallian,,13.82,11.62,Weems et al.,2017.0,62831.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,-76.83139,38.163334000000006,,"Stratford Hall, Serravallian",,,US,Virginia,Westmoreland,estimated from map,seconds,,,gp_mid,"-70,78","39,7",109,US,,Choptank,Chesapeake,,,,,,,,,,all but basal member,,not reported,,,,,,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,,marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Serravallian,Serravallian,Serravallian,Serravallian,Serravallian,"R. E. Weems, L. E. Edwards, and B. Landacre. 2017. Geology and biostratigraphy of the Potomac River Cliffs at Stratford Hall, Westmoreland County, Virginia. The Geological Society of America Field Guide 47:125-152",12.719999999999999
930748,occ,,,15595.0,Sphyraena bognorensis,species,180567.0,,Sphyraena bognorensis,Y,Sphyraena bognorensis,,species,180567.0,Wasatchian,,55.8,50.3,Weems,1999.0,35576.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,-77.400002,38.299999,,Fisher/Sullivan Site,,,US,Virginia,Stafford,based on political unit,1,small collection,near Fredericksburg,gp_mid,"-51,06","39,32",109,US,,Nanjemoy,,Potapaco,,,,,,,,,said to be  Wasatchian,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,4 specimens,,,,,"town of Sullivan in Stafford County is at 38*18'43"" N, 77*24'35"" W<br>generically identifiable NISP 4",marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Ypresian,Ypresian,Ypresian,Ypresian,Ypresian,R. E. Weems. 1999. Part 4. Actinopterygian Fishes from the Fisher/Sullivan Site. Virginia Division of Mineral Resources Publication 152 ,53.05
1365338,occ,,,13299.0,Sphyraena n. sp. bognorensis,species,180567.0,,Sphyraena bognorensis,Y,Sphyraena bognorensis,,species,180567.0,Ypresian,,56.0,47.8,Casier,1966.0,28173.0,Chordata,Actinopteri,NO_ORDER_SPECIFIED,Sphyraenidae,Sphyraena,,,,,0.833333,51.400002,,"London Clay, Isle of Sheppey",,,UK,England,Kent,based on political unit,minutes,local area,"Warden Point, Isle of Sheppey",gp_mid,"8,27","42,57",315,UK,,London Clay,,,formation,,,,,,,,"MP8 + 9, NP12 (from Smith & Smith, 2003)",,claystone,,,,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,"Paratype of n. gen. and sp. Pimapus lacki, BMNH A3710, collected in 1936 by A. G. Davis.","whale locality, ""north shore Isle of Sheppey, Ord. Surv. sheet 172 map ref 975734""",marine,,actively mobile,nektonic,,omnivore,,,,phosphatic,,,,Sphyraena,Ypresian,Ypresian,Ypresian,Ypresian,Ypresian,E. Casier. 1966. Faune ichthyologique du London Clay. London: Natural History Museum Publications. ,51.9
